No,ID,ACCID,Vet Name,แขวง/ตำบล,เขต/อำเภอ,จังหวัด,Address ID,Zip ,วันที่เปิดทำการ,เวลาเปิดทำการ,เวลาปิดทำการ,ที่อยู่,Stock,Stock
160,CB3160,CB3160,โรงพยาบาลสตว์กรุงเทพ-นครินทร์,แขวงอ่อนนุช,เขตสวนหลวง,กรุงเทพมหานคร,103402,10250,ทุกวัน,9:00:00 AM,8:00:00 PM,1105 ถ.ศรีนครินทร์ (ปากซอย 39),0,0
161,CB3161,CB3161,เว็ทตี้รักษาสัตว์,คูคต,อำเภอลำลูกกา,ปทุมธานี,130601,12130,ทุกวัน,9:00:00 AM,9:00:00 PM,19/34 ลำลูกกา 13,0,0
162,CB3162,CB3162,โรงพยาบาลสัตว์สวนสยาม,แขวงคันนายาว,เขตคันนายาว,กรุงเทพมหานคร,104301,10230,ทุกวัน,9:00:00 AM,9:00:00 PM,109/122 ถ.สวนสยาม,0,0
163,CB3163,CB3163,โรงพยาบาลสัตว์ โมทิเว็ท,แขวงหนองบอน,เขตประเวศ,กรุงเทพมหานคร,103202,10250,ทุกวัน,12:00:00 AM,12:00:00 AM,เลขที่ 148 ถนนเฉลิมพระเกียรติ ร.9,0,0
164,CB3164,CB3164,Chubby Pet store ร้านอาหารสัตว์&วัคซีน,แขวงสามวาตะวันตก,เขตคลองสามวา,กรุงเทพมหานคร,104601,10510,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",10:00:00 AM,8:00:00 PM,55/61 ซ.เลี่ยบคลองสอง 23,0,0
165,CB3165,CB3165,Little Tail Pet Care Services (ลิตเติล เทล),แขวงหัวหมาก,เขตบางกะปิ,กรุงเทพมหานคร,100608,10240,ทุกวัน,10:00:00 AM,9:00:00 PM,241 ถ.ศรีนครินทร์-ร่มเกล้า,0,0
166,CB3166,CB3166,โรงพยาบาลสัตว์อเมโซเนีย,แขวงมีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,101001,10510,ทุกวัน,10:00:00 AM,9:00:00 PM,เลขที่ 15/9 ถนนนิมิตใหม่,0,0
167,CB3167,CB3167,สัตวแพทย์ 20,แขวงสวนหลวง,เขตสวนหลวง,กรุงเทพมหานคร,103401,10250,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",,,897 ถ.ศรีนครินทร์,0,0
168,CB3168,CB3168,โรงพยาบาลสัตว์สุขุมวิท,แขวงพระโขนงเหนือ,เขตวัฒนา,กรุงเทพมหานคร,103903,10110,ทุกวัน,9:00:00 AM,9:00:00 PM,เลขที่ 592 ถนนสุขุมวิท 71,0,0
169,CB3169,CB3169,ไทยรามัญสัตวแพทย์,แขวงสามวาตะวันตก,เขตคลองสามวา,กรุงเทพมหานคร,104601,10510,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,8/12 ถ.ไทยรามัญ,0,0
170,CB3170,CB3170,โรงพยาบาลสัตว์ครอบครัวสี่ขา,แขวงจตุจักร,เขตจตุจักร,กรุงเทพมหานคร,103005,10900,ทุกวัน,9:00:00 AM,9:00:00 PM,22 ซ.พหลโยธินกอล์ฟ,0,0
171,CB3171,CB3171,โรงพยาบาลสัตว์เพ็ทบุรี,หน้าเมือง,อำเภอเมืองฉะเชิงเทรา,ฉะเชิงเทรา,240101,24000,ทุกวัน,12:00:00 AM,12:00:00 AM,1372/3 ถ.เทพคุณากร,0,0
172,CB3172,CB3172,มิตรไมตรีสัตวแพทย์,แขวงหนองจอก,เขตหนองจอก,กรุงเทพมหานคร,100302,10530,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,24/7 หมู่ 10 ถนนมิตรไมตรี (คู้ซ้าย) ซอยมิตรไมตรี 6/4 หน้าหมู่บ้านนนทวีวิลล์ 5,0,0
173,CB3173,CB3173,คลินิกรักษาสัตว์พลูโตเฮ้าส์,หน้าเมือง,อำเภอเมืองฉะเชิงเทรา,ฉะเชิงเทรา,240101,24000,"วันจันทร์, วันอังคาร, วันพุธ, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,เลขที่ 1/84 ถนนศรีโสธรตัดใหม่,0,0
174,CB3174,CB3174,มาร์เวลล์ 24 เพ็ทช็อป,แขวงรามอินทรา,เขตคันนายาว,กรุงเทพมหานคร,104302,10230,ทุกวัน,9:30:00 AM,8:30:00 PM,เลขที่ 108 ถนนรามอินทรา,0,0
175,CB3175,CB3175,คลินิกเพ็ทคอนเน็กต์รักษาสัตว์,บางเมืองใหม่,อำเภอเมืองสมุทรปราการ,สมุทรปราการ,110114,10270,,,,95/2 ซ.ทิพวัล43,0,0
176,CB3176,CB3176,คลินิกรักษาสัตว์เพอร์ริ่งเพ็ท,แขวงทับช้าง,เขตสะพานสูง,กรุงเทพมหานคร,104403,10250,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,7:00:00 PM,1/9 โครงการเดอะสเตชั่น ห้อง B5 ถ.ศรีนครินทร์-ร่มเกล้า,0,0
177,CB3177,CB3177,โรงพยาบาลแมวเพอร์เฟกต์แคท,แขวงมีนบุรี,เขตมีนบุรี,กรุงเทพมหานคร,101001,10510,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,7:00:00 PM,2/5 ถ.รามคำแหง,0,0
178,CS1178,CS1178,โรงพยาบาลสัตว์เจ้าฟ้าอันดามัน,ฉลอง,อำเภอเมืองภูเก็ต,ภูเก็ต,830106,83130,ทุกวัน,9:00:00 AM,7:00:00 PM,"8,8/28-29 ม.9",0,0
179,CS1179,CS1179,เพื่อนสัตว์นราธิวาส,บางนาค,อำเภอเมืองนราธิวาส,นราธิวาส,960101,96000,ปิดวันอาทิตย์,8:00:00 AM,8:00:00 PM,39/2 ถ.สุริยประดิษฐ์,0,0
180,CS1180,CS1180,โรงพยาบาลสัตว์ภูเก็ต,วิชิต,อำเภอเมืองภูเก็ต,ภูเก็ต,830105,83000,ปิดวันอาทิตย์,9:00:00 AM,7:00:00 PM,69 ม.2 ถ.เจ้าฟ้า,0,0
181,CS1181,CS1181,โรงพยาบาลสัตว์ หมอสุรศักดิ์และเพื่อน,หาดใหญ่,อำเภอหาดใหญ่,สงขลา,901101,90110,ทุกวัน,8:30:00 AM,8:30:00 PM,1578 ถ.กาญจนวนิช,0,0
182,CS1182,CS1182,โรงพยาบาลสัตว์ทองหล่อ ฉลอง ภูเก็ต,ฉลอง,อำเภอเมืองภูเก็ต,ภูเก็ต,830106,83130,ทุกวัน,12:00:00 AM,12:00:00 AM,27/10 ม.7,0,0
183,CS1183,CS1183,สถานพยาบาลสัตว์ ดร.เพ็ท,หาดใหญ่,อำเภอหาดใหญ่,สงขลา,901101,90110,ทุกวัน,10:00:00 AM,10:00:00 PM,41/201-202,0,0
184,CS1184,CS1184,สถาปนาสัตวแพทย์,ปากแพรก,อำเภอทุ่งสง,นครศรีธรรมราช,800901,80110,ทุกวัน,8:00:00 AM,8:00:00 PM,163/2 ถ.เปรมประชา,0,0
185,CS1185,CS1185,โรงพยาบาลสัตว์กรุงเทพกระบี่,กระบี่ใหญ่,อำเภอเมืองกระบี่,กระบี่,810102,81000,ทุกวัน,9:00:00 AM,8:00:00 PM,48 ถ.มหาราช,0,0
186,CS1186,CS1186,โรงพยาบาลสัตว์ศิริราษฎร์,ท้ายช้าง,อำเภอเมืองพังงา,พังงา,820101,82000,ทุกวัน,8:00:00 AM,8:00:00 PM,15/3 ถ.ศิริราษฎร์,0,0
187,CS1187,CS1187,เจ แอนด์ ดี คลินิกรักษาสัตว์,ฉลอง,อำเภอเมืองภูเก็ต,ภูเก็ต,830106,83130,ปิดวันจันทร์,9:00:00 AM,8:00:00 PM,12/18 ม.2,0,0
188,CS1188,CS1188,โรงพยาบาลสัตว์หมอกิตติ,บ่อยาง,อำเภอเมืองสงขลา,สงขลา,900101,90000,ปิดวันอาทิตย์,9:00:00 AM,7:00:00 PM,511/7-8 ถ.ไทรบุรี,0,0
189,CS1189,CS1189,ลายันสัตวแพทย์,เทพกระษัตรี,อำเภอถลาง,ภูเก็ต,830301,83110,ทุกวัน,9:00:00 AM,7:00:00 PM,185/53-54 ม.4,0,0
190,CS1190,CS1190,อานนท์สัตวแพทย์,ศรีสุนทร,อำเภอถลาง,ภูเก็ต,830302,83110,ปิดวันจันทร์,9:30:00 AM,7:00:00 PM,236/10 ม.3,0,0
191,CS1191,CS1191,คลินิกสัตว์เทพกระษัตรี,ศรีสุนทร,อำเภอถลาง,ภูเก็ต,830302,83110,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,7:00:00 PM,59/10 ม.5,0,0
192,CS1192,CS1192,หาดสุรินทร์รักษาสัตว์,เชิงทะเล,อำเภอถลาง,ภูเก็ต,830303,83110,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,6:00:00 PM,8/48 ม.3,0,0
193,CS1193,CS1193,คลินิกรักษาสัตว์ด็อคแอนด็อกค,ตลาดเหนือ,อำเภอเมืองภูเก็ต,ภูเก็ต,830102,83000,ปิดวันอาทิตย์,9:00:00 AM,8:00:00 PM,27/7 ถ.เจ้าฟ้าตะวันออก,0,0
194,CS1194,CS1194,คลินิกรักษาสัตว์หมอเลี้ยบ,หาดใหญ่,อำเภอหาดใหญ่,สงขลา,901101,90110,ทุกวัน,9:00:00 AM,7:00:00 PM,1060/1 ถ.เพชรเกษม,0,0
195,CS1195,CS1195,โรงพยาบาลสัตว์สิชล,สิชล,อำเภอสิชล,นครศรีธรรมราช,801401,80120,ทุกวัน,8:30:00 AM,7:30:00 PM,101/25 ม.1,0,0
196,CS1196,CS1196,คลีนิกหมอปูสัตวแพทย์,ราไวย์,อำเภอเมืองภูเก็ต,ภูเก็ต,830107,83130,ปิดวันอาทิตย์,9:00:00 AM,7:00:00 PM,3/9 ม.4 ถ.ใสยวน,0,0
197,CS1197,CS1197,คลินิกย่านตาขาวสัตวแพทย์,ย่านตาขาว,อำเภอย่านตาขาว,ตรัง,920301,92140,ปิดวันอาทิตย์,8:00:00 AM,7:00:00 PM,201/20 ม.1 ถ.ตรัง-ปะเหลี่ยน,0,0
198,CS1198,CS1198,คลองเรียนสัตวแพทย์,หาดใหญ่,อำเภอหาดใหญ่,สงขลา,901101,90110,ปิดวันจันทร์,9:00:00 AM,8:00:00 PM,62 ถ.คลองเรียน,0,0
199,CS1199,CS1199,โรงพยาบาลสัตว์พลพิชัยสัตวแพทย์,หาดใหญ่,อำเภอหาดใหญ่,สงขลา,901101,90110,ทุกวัน,8:30:00 AM,12:00:00 AM,คลินิกพลพิชัย สัตว์แพทย์,0,0
200,CS1200,CS1200,นนทรีสัตวแพทย์,ปากแพรก,อำเภอทุ่งสง,นครศรีธรรมราช,800901,80110,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,7:00:00 PM,16 ถ.เวชพฤกษ์พิทักษ์,0,0
201,CS1201,CS1201,ทุ่งสงโภคภัณฑ์,ชะมาย,อำเภอทุ่งสง,นครศรีธรรมราช,800902,80110,ทุกวัน,8:00:00 AM,6:00:00 PM,209/1 ม.2,0,0
202,CS1202,CS1202,บอลสัตวแพทย์,เหนือคลอง,อำเภอเหนือคลอง,กระบี่,810801,81130,ทุกวัน,8:00:00 AM,6:30:00 PM,925/3 ถ.เพชรเกษม,0,0
203,CS1203,CS1203,โรงพยาบาลสัตว์ คณะสัตวแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์,คอหงส์,อำเภอหาดใหญ่,สงขลา,901104,90110,ทุกวัน,8:00:00 AM,6:00:00 PM,มหาวิทยาลัยสงขลานครินทร์,0,0
204,CS1204,CS1204,คลินิกร่อนพิบูลย์สัตวแพทย์,ร่อนพิบูลย์,อำเภอร่อนพิบูลย์,นครศรีธรรมราช,801301,80130,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",8:30:00 AM,7:00:00 PM,613/11 ม.13,0,0
205,CS1205,CS1205,นาหม่อมสัตวแพทย์,นาหม่อม,อำเภอนาหม่อม,สงขลา,901201,90310,ปิดวันพฤหัสบดี,9:00:00 AM,7:30:00 PM,19/5 ม.8,0,0
206,CS1206,CS1206,โรงพยาบาลสัตว์เว็ทเมด,เขารูปช้าง,อำเภอเมืองสงขลา,สงขลา,900102,90000,ทุกวัน,8:00:00 AM,8:00:00 PM,เลขประจำผู้เสียภาษี 0905557001117,0,0
207,CS1207,CS1207,พีต้า,คอหงส์,อำเภอหาดใหญ่,สงขลา,901104,90110,ทุกวัน,10:00:00 AM,8:00:00 PM,438 ถ.ปุณณกัณฑ์,0,0
208,CS1208,CS1208,คลินิกหมอแอร์รักษาสัตว์,บางนาค,อำเภอเมืองนราธิวาส,นราธิวาส,960101,96000,ทุกวัน,9:00:00 AM,6:30:00 PM,105/1 ถ.สุริยะประดิษฐ์,0,0
209,CS1209,CS1209,โรงพยาบาลสัตว์ท่าสะอ้าน,เขารูปช้าง,อำเภอเมืองสงขลา,สงขลา,900102,90000,ทุกวัน,8:00:00 AM,8:00:00 PM,129/129 ประสานมิตร ซ.1,0,0
210,CS1210,CS1210,โรงพยาบาลสัตว์แม่หลวน,ตลาดเหนือ,อำเภอเมืองภูเก็ต,ภูเก็ต,830102,83000,ทุกวัน,8:30:00 AM,10:30:00 PM,18/20 ถ.แม่หลวน,0,0
211,CS1211,CS1211,คลินิกปันรักษ์สัตวแพทย์,สะเตง,อำเภอเมืองยะลา,ยะลา,950101,95000,ทุกวัน,8:00:00 AM,8:00:00 PM,917 ถ.ผังเมือง4,0,0
212,CS1212,CS1212,คลินิกเพียงรักษ์สัตวแพทย์,ปากน้ำ,อำเภอเมืองกระบี่,กระบี่,810101,81000,ปิดวันอาทิตย์,8:30:00 AM,8:30:00 PM,46/5 ถ.กระบี่,0,0
213,CS1213,CS1213,คลินิกบ้านรักษ์สัตว์รัตภูมิ,กำแพงเพชร,อำเภอรัตภูมิ,สงขลา,900901,90180,ปิดวันอาทิตย์,8:30:00 AM,6:00:00 PM,401/7 ม.1,0,0
214,CS1214,CS1214,คลินิกหมอแป้งรักษาสัตว์,ถ้ำน้ำผุด,อำเภอเมืองพังงา,พังงา,820103,82000,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:30:00 AM,8:30:00 PM,78/6-7 ซ.ตะกั่วป่าพัฒนา,0,0
215,CS1215,CS1215,คลินิกแม่ขรีสัตวแพทย์,ท่ามะเดื่อ,อำเภอบางแก้ว,พัทลุง,930901,93140,ทุกวัน,8:30:00 AM,7:00:00 PM,226 ม.1,0,0
216,CS1216,CS1216,ตะกั่วป่าสัตวแพทย์,บางนายสี,อำเภอตะกั่วป่า,พังงา,820502,82110,"วันจันทร์, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,6:00:00 PM,7/34 ม.2 ถ.วงศ์พาณิชย์,0,0
217,CS1217,CS1217,โรงพยาบาลสัตว์ศรีตรัง,ทับเที่ยง,อำเภอเมืองตรัง,ตรัง,920101,92000,ทุกวัน,8:00:00 AM,8:00:00 PM,251 ถนนกันตัง,0,0
218,CS1218,CS1218,PIPC,ศรีสุนทร,อำเภอถลาง,ภูเก็ต,830302,83110,ทุกวัน,10:00:00 AM,8:00:00 PM,เลขที่ 191 หมู่ที่ 7,0,0
219,CS1219,CS1219,คลินิกสัตว์เมืองสงขลา,พะวง,อำเภอเมืองสงขลา,สงขลา,900104,90000,ปิดวันจันทร์,9:00:00 AM,8:00:00 PM,148/4 ม.3,0,0
220,CS1220,CS1220,คลินิกรักษาสัตว์หมอเมย์,บ้านพรุ,อำเภอหาดใหญ่,สงขลา,901116,90250,ทุกวัน,9:00:00 AM,9:00:00 PM,434/3 ถ.กาญจนวนิช,0,0
221,CS1221,CS1221,คลินิกเลิฟเพ็ทรักษาสัตว์,สุไหงโก-ลก,อำเภอสุไหงโก-ลก,นราธิวาส,961001,96120,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันเสาร์, วันอาทิตย์",9:00:00 AM,6:00:00 PM,105 ถ.ลูกเสืออนุสรณ์,0,0
222,CS1222,CS1222,โรงพยาบาลสัตว์กะทู้,กะทู้,อำเภอกะทู้,ภูเก็ต,830201,83120,ทุกวัน,9:00:00 AM,7:00:00 PM,เลขที่ 15/28 หมู่ที่ 1,0,0
223,CS1223,CS1223,วัสมน เว็ทคลินิก,พิมาน,อำเภอเมืองสตูล,สตูล,910101,91000,ทุกวัน,9:00:00 AM,7:00:00 PM,24/38 ถ.สตูลธานี,0,0
224,CS1224,CS1224,คลินิกรักษาสัตว์เวทแคร์,อุโมงค์,อำเภอเมืองลำพูน,ลำพูน,510103,51000,ทุกวัน,8:00:00 AM,8:00:00 PM,197 ม.6,0,0
225,CS1225,CS1225,ห้วยยอดสัตวแพทย์,ห้วยยอด,อำเภอห้วยยอด,ตรัง,920601,92130,"วันจันทร์, วันอังคาร, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",8:30:00 AM,6:00:00 PM,240 ถ.เพชรเกษม,0,0
226,CS1226,CS1226,บ้านหมอรักษาสัตว์แม่เปียะ,คลองหรัง,อำเภอนาหม่อม,สงขลา,901204,90310,ทุกวัน,9:00:00 AM,9:00:00 PM,37/6 ม.3,0,0
227,CS1227,CS1227,คลินิกรักษาสัตว์หมอโบว์,ปากน้ำ,อำเภอเมืองกระบี่,กระบี่,810101,81000,ทุกวัน,9:00:00 AM,7:00:00 PM,228/5 ถ.มหาราช,0,0
228,CS1228,CS1228,คลินิกบ้านมะลิรักษาสัตว์,เขารูปช้าง,อำเภอเมืองสงขลา,สงขลา,900102,90000,ทุกวัน,8:30:00 AM,8:00:00 PM,4/18 ม.3,0,0
229,CS1229,CS1229,บ้านหมอมดแดงรักสัตว์,สะเตง,อำเภอเมืองยะลา,ยะลา,950101,95000,ทุกวัน,8:30:00 AM,8:00:00 PM,369 ถ.ผังเมือง 4,0,0
230,CS1230,CS1230,บ้านหมอรักษาสัตว์,ในเมือง,อำเภอเมืองนครศรีธรรมราช,นครศรีธรรมราช,800101,80000,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:00:00 AM,9:00:00 PM,632/15 ซ.แม่ม่วง ถ.ราชดำเนิน,0,0
231,CS1231,CS1231,โรงพยาบาลสัตว์รัษฎา,รัษฎา,อำเภอเมืองภูเก็ต,ภูเก็ต,830104,83000,ทุกวัน,9:00:00 AM,10:30:00 PM,เลขที่ 66/63 หมู่ที่ 2,0,0
232,CS1232,CS1232,ธรรมชาติสัตวแพทย์,ทับเที่ยง,อำเภอเมืองตรัง,ตรัง,920101,92000,ปิดวันอาทิตย์,9:00:00 AM,7:00:00 PM,253/8 ถ.กันตัง,0,0
233,CE1233,CE1233,โรงพยาบาลสัตว์พนัส ,พนัสนิคม,อำเภอพนัสนิคม,ชลบุรี,200601,20140,"วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",8:30:00 AM,7:00:00 PM,17/1-17/2 ถ.จารุวร,0,0
234,CE1234,CE1234,คลีนิคสัตว์เลี้ยงแสนรัก,ศรีราชา,อำเภอศรีราชา,ชลบุรี,200701,20110,ทุกวัน,9:00:00 AM,8:00:00 PM,107 โครงการศรีราชานคร ซ.2,0,0
235,CE1235,CE1235,โรงพยาบาลสัตว์บ้านแก้ว,ท่าช้าง,อำเภอเมืองจันทบุรี,จันทบุรี,220106,22000,ทุกวัน,8:00:00 AM,10:00:00 PM,2/40-41 ม.บ้านแก้ววิลล่า,0,0
236,CE1236,CE1236,เมืองชลสัตวรักษ์ ,บ้านโขด,อำเภอเมืองชลบุรี,ชลบุรี,200103,20000,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,7:00:00 PM,"เลขที่ 843/2,843/70 ซอยตลาดใหม่",0,0
237,CE1237,CE1237,เนินสูงรักษาสัตว์,เขาบายศรี,อำเภอท่าใหม่,จันทบุรี,220307,22120,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,8:00:00 PM,6/2 ม.6 ถ.สุขุมวิท,0,0
238,CE1238,CE1238,เนินพลับหวานสัตวแพทย์,หนองปรือ,อำเภอบางละมุง,ชลบุรี,200402,20150,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,8:00:00 PM,13/3 ม.5 ซ.เนินพลับหวาน,0,0
239,CE1239,CE1239,แสนตุ้งสัตวแพทย์,แสนตุ้ง,อำเภอเขาสมิง,ตราด,230302,23130,ทุกวัน,8:30:00 AM,7:30:00 PM,114/8 ม.9,0,0
240,CE1240,CE1240,เพ็ทแคร์,ท่าประดู่,อำเภอเมืองระยอง,ระยอง,210101,21000,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",9:00:00 AM,7:30:00 PM,8/26 ซ.ศูนย์กาาค้าสาย4,0,0
241,CE1241,CE1241,พยูนสัตวแพทย์,บ้านฉาง,อำเภอบ้านฉาง,ระยอง,210203,21130,"วันจันทร์, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์, วันอาทิตย์",9:30:00 AM,8:00:00 PM,145 ม.5,0,0
242,CE1242,CE1242,โรงพยาบาลสัตว์ศรีราชาเพ็ทแคร์,ศรีราชา,อำเภอศรีราชา,ชลบุรี,200701,20110,ทุกวัน,7:00:00 AM,11:00:00 PM,137/13-14,0,0
243,CE1243,CE1243,โรงพยาบาลสัตว์พัทยาเหนือ,นาเกลือ,อำเภอบางละมุง,ชลบุรี,200408,20150,ทุกวัน,8:00:00 AM,8:00:00 PM,120/20 ม.6,0,0
244,CE1244,CE1244,โรงพยาบาลเพื่อนสัตว์เลี้ยง ศรีราชา,สุรศักดิ์,อำเภอศรีราชา,ชลบุรี,200702,20110,ทุกวัน,12:00:00 AM,12:00:00 AM,1/16 ม.4,0,0
245,CE1245,CE1245,ด๊อกคลับ เพ็ทชอป & คลีนิค,เนินพระ,อำเภอเมืองระยอง,ระยอง,210109,21000,ทุกวัน,9:00:00 AM,7:00:00 PM,338/3 ถ.สุขุมวิท,0,0
246,CE1246,CE1246,โรงพยาบาลสัตว์บ้านหมอรักษ์สัตว์ (พัทยา),หนองปรือ,อำเภอบางละมุง,ชลบุรี,200402,20150,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",10:00:00 AM,9:00:00 PM,107/27 ม.13 ถ.เลียบทางรถไฟ,0,0
247,CE1247,CE1247,ศักดารักษาสัตว์,วังกระแจะ,อำเภอเมืองตราด,ตราด,230107,23000,ทุกวัน,8:00:00 AM,7:00:00 PM,80/22 ถ.สุขุมวิท,0,0
248,CE1248,CE1248,คลินิกสุขภาพสัตว์หมากับแมว,นิคมพัฒนา,อำเภอนิคมพัฒนา,ระยอง,210801,21180,ทุกวัน,10:00:00 AM,8:00:00 PM,34/5 ม.1,0,0
249,CE1249,CE1249,คลินิกรักษาสัตว์เพ็ทเลิฟเวอร์,บ้านบึง,อำเภอบ้านบึง,ชลบุรี,200201,20170,ทุกวัน,7:00:00 AM,7:00:00 PM,126 ถ.สุรพลชัย,0,0
250,CE1250,CE1250,เกษมสุขรักษาสัตว์,หนองตำลึง,อำเภอพานทอง,ชลบุรี,200502,20160,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันเสาร์, วันอาทิตย์",9:00:00 AM,8:00:00 PM,116/19-20 ม.1,0,0
251,CE1251,CE1251,บ้านบึงสัตวแพทย์,บ้านบึง,อำเภอบ้านบึง,ชลบุรี,200201,20170,ทุกวัน,8:30:00 AM,5:30:00 PM,368 ศูนย์การค้าวิศิษฐ์ชัย,0,0
252,CE1252,CE1252,คลินิกสะพานสี่บ้านรักษ์สัตว์,มาบยางพร,อำเภอปลวกแดง,ระยอง,210605,21140,,,,คลินิกสะพานสี่บ้านรักษ์สัตว์,0,0
253,CE1253,CE1253,นานาเพ็ทแคร์รักษาสัตว์ (หมอก้อง),จันทนิมิต,อำเภอเมืองจันทบุรี,จันทบุรี,220107,22000,ทุกวัน,9:00:00 AM,8:00:00 PM,นานาเพ็ทแคร์,0,0
254,CE1254,CE1254,คลินิกแฟมิลี่ สัตวแพทย์,นาป่า,อำเภอเมืองชลบุรี,ชลบุรี,200107,20000,ทุกวัน,8:30:00 AM,8:30:00 PM,4/1 ถ.สุขประยูร,0,0
255,CE1255,CE1255,โรงพยาบาลสัตว์สัตหีบ,สัตหีบ,อำเภอสัตหีบ,ชลบุรี,200901,20180,ทุกวัน,8:00:00 AM,12:00:00 AM,188/4-5 ถ.สุขุมวิท,0,0
256,CE1256,CE1256,โรงพยาบาลสัตว์เมตตากรณ์,ท่าประดู่,อำเภอเมืองระยอง,ระยอง,210101,21000,ทุกวัน,9:00:00 AM,9:00:00 PM,7/1 ถ.ภัคดีบรีรักษ์,0,0
257,CE1257,CE1257,ชลบุรีเภสัช,บ้านโขด,อำเภอเมืองชลบุรี,ชลบุรี,200103,20000,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,4:30:00 PM,"593,595  ถ.พิพิธ",0,0
258,CE1258,CE1258,โรงพยาบาลสัตว์ต้นรัก,สัตหีบ,อำเภอสัตหีบ,ชลบุรี,200901,20180,ทุกวัน,8:00:00 AM,9:00:00 PM,222/10-11 ม.9,0,0
259,CE1259,CE1259,โรงพยาบาลสัตว์บ้านฉางพลา,พลา,อำเภอบ้านฉาง,ระยอง,210202,21130,ทุกวัน,8:00:00 AM,8:00:00 PM,เลขที่ 174/9 หมู่ที่ 3,0,0
260,CE1260,CE1260,โรงพยาบาลสัตว์เมืองตราด,วังกระแจะ,อำเภอเมืองตราด,ตราด,230107,23000,"วันจันทร์, วันอังคาร, วันพุธ, วันพฤหัส, วันศุกร์, วันเสาร์",8:00:00 AM,6:00:00 PM,125/1 ม.2,0,0
261,CE1261,CE1261,โรงพยาบาลสัตว์ โปรเวท พนัสนิคม,พนัสนิคม,อำเภอพนัสนิคม,ชลบุรี,200601,20140,ทุกวัน,8:30:00 AM,8:30:00 PM,28/38-39 ถ.เทศบาลพัฒนา,0,0
262,CE1262,CE1262,พัทยาสัตวแพทย์,นาเกลือ,อำเภอบางละมุง,ชลบุรี,200408,20150,ทุกวัน,9:00:00 AM,8:00:00 PM,เลขที่ 157/15 หมู่ที่ 5,0,0
263,CE1263,CE1263,โรงพยาบาลสัตว์เนินพลับหวาน,หนองปรือ,อำเภอบางละมุง,ชลบุรี,200402,20150,ทุกวัน,12:00:00 AM,12:00:00 AM,21/97-100 ม.5,0,0
264,CE1264,CE1264,โรงพยาบาลสัตว์เมืองใหม่,เสม็ด,อำเภอเมืองชลบุรี,ชลบุรี,200116,20000,ทุกวัน,8:30:00 AM,8:30:00 PM,"111/3,5 ม.1 ถ.พระยาสัจจา",0,0
265,CE1265,CE1265,คลินิกสัตวแพทย์ชุมชน,หนองปรือ,อำเภอบางละมุง,ชลบุรี,200402,20260,ทุกวัน,5:00:00 PM,9:00:00 PM,175/62 ม.10 ซ.กอไผ่,0,0
